iter	RMSE
0	0.0005402959689
1	0.0005402151475
2	0.0005401358143
3	0.000540062677
4	0.0005400076892
5	0.0005399422313
6	0.0005398636102
7	0.0005398179322
8	0.0005397926792
9	0.0005396197275
10	0.0005395553216
11	0.0005395109499
12	0.0005393926265
13	0.000539371667
14	0.000539258396
15	0.0005392138248
16	0.000539109679
17	0.0005390666045
18	0.0005390245909
19	0.0005389279825
20	0.0005388125704
21	0.0005387540539
22	0.0005386721167
23	0.0005386366811
24	0.0005385862048
25	0.0005385229263
26	0.0005384798325
27	0.000538384003
28	0.0005383244114
29	0.0005382838185
30	0.0005381757841
31	0.0005381181331
32	0.0005380743497
33	0.0005380333914
34	0.0005379498595
35	0.0005379280299
36	0.0005378512365
37	0.0005377581545
38	0.0005376958836
39	0.0005376410532
40	0.0005376177165
41	0.0005375299099
42	0.0005375043778
43	0.0005374682407
44	0.0005374385429
45	0.0005373776407
46	0.0005373674415
47	0.0005373477248
48	0.0005373151381
49	0.0005372807967
50	0.0005371920057
51	0.0005371672546
52	0.0005370801927
53	0.0005370394946
54	0.000537011362
55	0.0005369647743
56	0.0005369380167
57	0.0005369156847
58	0.0005368343525
59	0.0005368165884
60	0.0005367571005
61	0.0005367331774
62	0.0005366864941
63	0.0005366214117
64	0.0005365953747
65	0.0005365470699
66	0.0005364827
67	0.0005364431315
68	0.0005364229047
69	0.0005363967068
70	0.0005363592804
71	0.0005363131417
72	0.0005362479825
73	0.0005362260395
74	0.0005361830361
75	0.0005361354917
76	0.0005361016379
77	0.0005360624462
78	0.0005360133623
79	0.0005359731197
80	0.0005359325495
81	0.0005359029289
82	0.0005358392103
83	0.000535796993
84	0.0005357790069
85	0.0005357670333
86	0.0005357441273
87	0.0005357183499
88	0.0005356911412
89	0.000535673936
90	0.0005356472251
91	0.0005355859538
92	0.0005355468485
93	0.0005355105081
94	0.0005354937717
95	0.0005354492952
96	0.0005354279053
97	0.0005354094081
98	0.0005353670658
99	0.0005353523644
100	0.0005353307497
101	0.0005353056843
102	0.0005352777885
103	0.0005352680016
104	0.0005351933903
105	0.0005351761435
106	0.0005351413383
107	0.0005351284537
108	0.0005351109421
109	0.0005350740345
110	0.0005350501488
111	0.0005350292071
112	0.0005350088051
113	0.0005350009049
114	0.0005349861692
115	0.000534953327
116	0.0005349316905
117	0.0005349006016
118	0.0005348728812
119	0.0005348480555
120	0.0005348021172
121	0.0005347920976
122	0.0005347712414
123	0.0005347516454
124	0.000534729385
125	0.0005346844201
126	0.0005346491116
127	0.0005346166694
128	0.0005345775854
129	0.0005345460601
130	0.0005344958573
131	0.0005344792079
132	0.0005344622197
133	0.0005344250848
134	0.0005343884017
135	0.0005343586487
136	0.0005342817192
137	0.0005342421073
138	0.0005341897976
139	0.0005341649966
140	0.0005341406581
141	0.0005341189884
142	0.000534088402
143	0.0005340558724
144	0.0005340184945
145	0.0005339541036
146	0.0005339273194
147	0.0005339074315
148	0.0005338743292
149	0.0005338579697
150	0.0005337986509
151	0.000533762625
152	0.0005337215802
153	0.0005336838985
154	0.0005336628183
155	0.0005336527046
156	0.0005336369657
157	0.0005336057581
158	0.0005335693076
159	0.0005335475354
160	0.0005335147657
161	0.0005334980227
162	0.0005334744301
163	0.0005334462052
164	0.0005334175172
165	0.0005333911139
166	0.0005333606914
167	0.0005333421404
168	0.0005333199577
169	0.0005333141117
170	0.0005332811263
171	0.0005332548409
172	0.0005332185313
173	0.000533191413
174	0.0005331806726
175	0.000533136699
176	0.0005331264024
177	0.0005330925115
178	0.0005330565375
179	0.000533025757
180	0.0005330117434
181	0.0005329891484
182	0.0005329733906
183	0.0005329649651
184	0.0005329329451
185	0.0005329046499
186	0.0005328821543
187	0.0005328679919
188	0.0005328496214
189	0.000532835682
190	0.0005328159496
191	0.0005327948878
192	0.0005327710653
193	0.0005327381615
194	0.0005327322297
195	0.0005326851894
196	0.0005326715644
197	0.000532634728
198	0.0005326226405
199	0.0005326037283
200	0.000532583231
201	0.000532555494
202	0.0005325027492
203	0.0005324791346
204	0.0005324665421
205	0.0005324430101
206	0.0005324300149
207	0.0005324081414
208	0.0005323944427
209	0.0005323793253
210	0.0005323520389
211	0.00053231625
212	0.0005322988708
213	0.0005322594273
214	0.0005322292541
215	0.000532210412
216	0.0005321979528
217	0.0005321773445
218	0.0005321542634
219	0.0005321385687
220	0.0005321165069
221	0.0005320673077
222	0.0005320452621
223	0.0005320345448
224	0.0005320159557
225	0.000532007126
226	0.0005319561845
227	0.0005319511348
228	0.0005319253849
229	0.0005318958896
230	0.0005318708758
231	0.0005318642016
232	0.0005318477227
233	0.0005317979496
234	0.0005317840903
235	0.0005317758034
236	0.0005317550858
237	0.0005317017985
238	0.0005316938335
239	0.0005316556525
240	0.0005316452776
241	0.000531636075
242	0.0005316245935
243	0.0005316089329
244	0.0005315881618
245	0.0005315642492
246	0.0005315421852
247	0.000531517921
248	0.0005315037497
249	0.000531478399
250	0.0005314461257
251	0.0005314366279
252	0.0005314153104
253	0.0005313910422
254	0.0005313789488
255	0.0005313491234
256	0.0005313401484
257	0.0005313116555
258	0.0005312793161
259	0.0005312643192
260	0.0005312494207
261	0.0005312196341
262	0.000531185985
263	0.0005311739409
264	0.0005311362814
265	0.0005311257961
266	0.0005310877861
267	0.0005310506542
268	0.0005310021369
269	0.0005309914332
270	0.0005309752116
271	0.000530952943
272	0.0005309340059
273	0.0005309241345
274	0.0005309075896
275	0.000530899435
276	0.000530883966
277	0.0005308567608
278	0.0005308325927
279	0.0005307818026
280	0.0005307583355
281	0.0005307406739
282	0.0005307241682
283	0.0005307018144
284	0.0005306882793
285	0.0005306737879
286	0.0005306591891
287	0.0005306424704
288	0.0005306283959
289	0.0005306198468
290	0.0005306091101
291	0.0005305815013
292	0.0005305710197
293	0.0005305602779
294	0.0005305457703
295	0.00053052615
296	0.0005305145219
297	0.0005304753631
298	0.0005304111639
299	0.0005303860695
300	0.0005303625235
301	0.0005303544
302	0.0005303421445
303	0.0005303307951
304	0.0005303028989
305	0.0005302855964
306	0.0005302683068
307	0.0005302497652
308	0.0005302218033
309	0.0005302071098
310	0.0005302035794
311	0.0005301850549
312	0.0005301656753
313	0.0005301488315
314	0.0005301190181
315	0.0005300988936
316	0.0005300704033
317	0.0005300315827
318	0.0005300240948
319	0.0005300074816
320	0.000529981327
321	0.0005299463843
322	0.0005299169704
323	0.0005299020536
324	0.0005298723042
325	0.0005298547238
326	0.0005298445806
327	0.0005298174316
328	0.0005298061916
329	0.0005297924063
330	0.0005297683205
331	0.0005297546206
332	0.0005297377405
333	0.0005297234818
334	0.0005297039167
335	0.000529678657
336	0.0005296694373
337	0.0005296523684
338	0.0005296121152
339	0.0005295912883
340	0.0005295795078
341	0.0005295596439
342	0.000529526898
343	0.0005295150616
344	0.0005294959195
345	0.0005294710794
346	0.0005294414649
347	0.0005294275971
348	0.0005294128313
349	0.0005293995011
350	0.0005293858732
351	0.000529355143
352	0.0005293509025
353	0.0005293108285
354	0.0005292935398
355	0.0005292717065
356	0.0005292511033
357	0.00052923647
358	0.0005292251568
359	0.0005292073324
360	0.0005291948501
361	0.0005291815296
362	0.0005291729488
363	0.0005291506747
364	0.0005291425331
365	0.0005291362213
366	0.0005291266398
367	0.0005291218031
368	0.0005290936213
369	0.0005290738631
370	0.0005290491932
371	0.0005290240616
372	0.0005290053613
373	0.0005289756767
374	0.000528963531
375	0.0005289518366
376	0.0005289234674
377	0.0005288917194
378	0.0005288581534
379	0.0005288511716
380	0.0005288437452
381	0.000528824103
382	0.0005288038131
383	0.0005287847183
384	0.0005287737828
385	0.0005287576279
386	0.0005287316842
387	0.0005287226046
388	0.0005287111359
389	0.0005287056569
390	0.0005286869004
391	0.0005286678814
392	0.000528647757
393	0.0005286324716
394	0.000528619609
395	0.0005286056196
396	0.0005285860746
397	0.0005285679609
398	0.0005285417125
399	0.0005285325574
400	0.0005285193416
401	0.0005285075893
402	0.0005284956509
403	0.0005284878879
404	0.0005284664772
405	0.0005284621725
406	0.0005284441534
407	0.0005284290068
408	0.0005284215532
409	0.0005283924315
410	0.0005283703332
411	0.0005283575532
412	0.0005283396001
413	0.000528319962
414	0.0005283111789
415	0.0005282983645
416	0.0005282837762
417	0.0005282722915
418	0.0005282678367
419	0.0005282573997
420	0.0005282494468
421	0.0005282383073
422	0.0005282273228
423	0.0005282135293
424	0.0005282060821
425	0.0005281833459
426	0.0005281495186
427	0.0005281380052
428	0.0005281256897
429	0.0005281127436
430	0.0005280972074
431	0.0005280834127
432	0.0005280777059
433	0.0005280616914
434	0.0005280510897
435	0.0005280352189
436	0.0005280192776
437	0.0005280118824
438	0.0005280071755
439	0.0005279988168
440	0.0005279850547
441	0.0005279683538
442	0.0005279512781
443	0.000527942267
444	0.0005279242512
445	0.0005279160019
446	0.0005278983088
447	0.0005278890996
448	0.0005278471838
449	0.0005278319879
450	0.0005278212159
451	0.0005278040738
452	0.0005277945296
453	0.0005277868238
454	0.0005277776171
455	0.0005277652069
456	0.000527749574
457	0.0005277283039
458	0.0005277116473
459	0.000527694679
460	0.0005276737495
461	0.0005276440312
462	0.0005276227265
463	0.0005276014423
464	0.0005275870861
465	0.0005275785819
466	0.0005275603914
467	0.0005275405689
468	0.0005275023655
469	0.0005274951357
470	0.0005274728387
471	0.0005274555323
472	0.0005274317511
473	0.0005274163626
474	0.0005274011143
475	0.0005273855021
476	0.0005273756673
477	0.0005273490879
478	0.0005273404788
479	0.00052731217
480	0.000527286778
481	0.0005272718142
482	0.0005272587461
483	0.0005272483309
484	0.0005272338623
485	0.0005272218752
486	0.0005272112059
487	0.000527191313
488	0.000527179623
489	0.0005271691444
490	0.0005271624984
491	0.0005271524494
492	0.0005271397704
493	0.0005271357944
494	0.0005271258851
495	0.0005271105403
496	0.0005270993054
497	0.0005270851322
498	0.0005270717753
499	0.0005270617219
500	0.0005270363161
501	0.0005270232229
502	0.0005269984961
503	0.0005269801728
504	0.0005269519461
505	0.0005269393611
506	0.0005269329756
507	0.0005269164321
508	0.0005268998579
509	0.000526855965
510	0.0005268403565
511	0.0005268348636
512	0.0005268186189
513	0.000526808833
514	0.0005267941848
515	0.0005267718765
516	0.0005267468055
517	0.0005267327818
518	0.0005267138743
519	0.0005266903542
520	0.000526677135
521	0.000526671218
522	0.0005266412578
523	0.0005266093244
524	0.0005266012926
525	0.000526574568
526	0.0005265528617
527	0.0005265362479
528	0.0005265288682
529	0.0005265071328
530	0.0005264910035
531	0.0005264836893
532	0.0005264529898
533	0.0005264446755
534	0.0005264336225
535	0.0005264282186
536	0.0005264151328
537	0.0005264058117
538	0.0005264012035
539	0.0005263917129
540	0.0005263794363
541	0.000526363201
542	0.0005263441216
543	0.0005263265296
544	0.0005263072
545	0.0005263022442
546	0.0005262865518
547	0.0005262643325
548	0.0005262593463
549	0.00052624098
550	0.0005262257026
551	0.0005262087775
552	0.000526179479
553	0.0005261656889
554	0.0005261566481
555	0.0005261395783
556	0.0005261143519
557	0.0005260973078
558	0.0005260815634
559	0.0005260690689
560	0.0005260524857
561	0.0005260454248
562	0.0005260365859
563	0.0005260303932
564	0.0005260198087
565	0.0005260132561
566	0.0005259985588
567	0.0005259852179
568	0.0005259696406
569	0.0005259538204
570	0.0005259266127
571	0.0005259166353
572	0.0005259119588
573	0.0005258989308
574	0.0005258859038
575	0.0005258795284
576	0.0005258651456
577	0.000525856733
578	0.0005258395161
579	0.000525831449
580	0.000525824666
581	0.0005258143031
582	0.0005258023666
583	0.0005257859505
584	0.0005257720904
585	0.0005257587164
586	0.0005257554241
587	0.000525739722
588	0.0005257300496
589	0.0005257219261
590	0.0005257153103
591	0.0005257096161
592	0.0005257016841
593	0.0005256908323
594	0.0005256809233
595	0.0005256648316
596	0.0005256555986
597	0.0005256345122
598	0.0005256253733
599	0.0005256116382
600	0.0005256029103
601	0.0005255874635
602	0.0005255773182
603	0.0005255565937
604	0.0005255528721
605	0.0005255382574
606	0.0005255247623
607	0.0005255169879
608	0.0005255041209
609	0.000525496458
610	0.0005254856283
611	0.0005254701687
612	0.0005254621026
613	0.0005254545458
614	0.0005254361441
615	0.0005254273749
616	0.000525414832
617	0.0005254059004
618	0.0005253774872
619	0.0005253723624
620	0.0005253604896
621	0.000525349922
622	0.0005253439672
623	0.0005253253804
624	0.000525313862
625	0.000525277812
626	0.0005252669536
627	0.0005252384336
628	0.0005252282878
629	0.0005252135498
630	0.0005252057021
631	0.0005251977139
632	0.0005251846632
633	0.0005251786357
634	0.0005251699692
635	0.0005251559347
636	0.0005251475137
637	0.0005251284043
638	0.000525111078
639	0.0005250917627
640	0.0005250760584
641	0.0005250383148
642	0.0005250326871
643	0.0005250206441
644	0.0005250093553
645	0.000524993568
646	0.0005249735483
647	0.000524953475
648	0.0005249430287
649	0.0005249343726
650	0.0005249253428
651	0.0005249092737
652	0.0005248905164
653	0.0005248705678
654	0.0005248604442
655	0.0005248487443
656	0.0005248345826
657	0.0005248098826
658	0.0005248027973
659	0.0005247921306
660	0.0005247837859
661	0.0005247586545
662	0.0005247168325
663	0.0005247106311
664	0.0005246960971
665	0.0005246801329
666	0.0005246712113
667	0.0005246543367
668	0.0005246010739
669	0.0005245921281
670	0.0005245816231
671	0.0005245712812
672	0.0005245436693
673	0.000524524485
674	0.0005245195861
675	0.0005245021393
676	0.0005244967864
677	0.0005244858511
678	0.0005244702071
679	0.0005244599552
680	0.0005244516175
681	0.0005244440995
682	0.0005244169994
683	0.0005244104122
684	0.0005243959799
685	0.0005243818594
686	0.0005243710661
687	0.0005243635247
688	0.0005243391548
689	0.0005243311716
690	0.0005242814319
691	0.0005242642213
692	0.0005242494153
693	0.0005242421238
694	0.0005242271636
695	0.000524202236
696	0.0005241725144
697	0.0005241501177
698	0.0005241430574
699	0.0005241397392
700	0.0005241245231
701	0.0005241127247
702	0.0005240913116
703	0.0005240833218
704	0.0005240773655
705	0.0005240445081
706	0.0005240310566
707	0.0005240186417
708	0.0005239943531
709	0.0005239876155
710	0.0005239681891
711	0.0005239452674
712	0.0005239414093
713	0.0005239326369
714	0.0005239059088
715	0.0005238918433
716	0.0005238846699
717	0.0005238647234
718	0.0005238613686
